"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"7687","2025-10-21 01:20:10 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7688","2025-10-21 01:20:10 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7689","2025-10-21 01:20:10 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7690","2025-10-21 01:20:16 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","11603.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7691","2025-10-21 01:20:16 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.83300","11603.00","Buy","0.4854","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7692","2025-10-21 01:20:16 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7693","2025-10-21 01:20:16 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7694","2025-10-21 01:20:16 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7695","2025-10-21 01:20:22 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","11371.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7696","2025-10-21 01:20:22 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.83800","11371.00","Buy","0.4757","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7697","2025-10-21 01:20:22 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7698","2025-10-21 01:20:22 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7699","2025-10-21 01:20:22 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7700","2025-10-21 01:20:28 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","11144.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7701","2025-10-21 01:20:28 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85800","11144.00","Buy","0.4935","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7702","2025-10-21 01:20:28 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7703","2025-10-21 01:20:28 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7704","2025-10-21 01:20:28 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7705","2025-10-21 01:20:33 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10921.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7706","2025-10-21 01:20:33 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85700","10921.00","Buy","0.4567","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7707","2025-10-21 01:20:33 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7708","2025-10-21 01:20:33 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7709","2025-10-21 01:20:34 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7710","2025-10-21 01:20:39 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10702.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7711","2025-10-21 01:20:39 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86000","10702.00","Buy","0.4476","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7712","2025-10-21 01:20:39 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7713","2025-10-21 01:20:39 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7714","2025-10-21 01:20:39 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7715","2025-10-21 01:20:45 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10488.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7716","2025-10-21 01:20:45 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87200","10488.00","Buy","0.4644","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7717","2025-10-21 01:20:45 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7718","2025-10-21 01:20:45 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7719","2025-10-21 01:20:45 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7720","2025-10-21 01:20:51 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10279.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7721","2025-10-21 01:20:51 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86500","10279.00","Buy","0.4299","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7722","2025-10-21 01:20:51 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7723","2025-10-21 01:20:51 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7724","2025-10-21 01:20:51 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7725","2025-10-21 01:20:57 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10073.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7726","2025-10-21 01:20:57 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86700","10073.00","Buy","0.4212","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7727","2025-10-21 01:20:57 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7728","2025-10-21 01:20:57 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7729","2025-10-21 01:20:57 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7730","2025-10-21 01:21:02 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7731","2025-10-21 01:21:02 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87700","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7732","2025-10-21 01:21:02 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7733","2025-10-21 01:21:02 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7734","2025-10-21 01:21:02 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7735","2025-10-21 01:21:08 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7736","2025-10-21 01:21:08 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86700","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7737","2025-10-21 01:21:08 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7738","2025-10-21 01:21:08 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7739","2025-10-21 01:21:08 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7740","2025-10-21 01:21:14 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7741","2025-10-21 01:21:14 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86600","10000.00","Buy","0.3936","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7742","2025-10-21 01:21:14 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7743","2025-10-21 01:21:14 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7744","2025-10-21 01:21:14 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7745","2025-10-21 01:21:20 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7746","2025-10-21 01:21:20 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85900","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7747","2025-10-21 01:21:20 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7748","2025-10-21 01:21:20 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7749","2025-10-21 01:21:20 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7750","2025-10-21 01:21:26 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7751","2025-10-21 01:21:26 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86800","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7752","2025-10-21 01:21:26 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7753","2025-10-21 01:21:26 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7754","2025-10-21 01:21:26 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7755","2025-10-21 01:21:32 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7756","2025-10-21 01:21:32 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.87100","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7757","2025-10-21 01:21:32 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7758","2025-10-21 01:21:32 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7759","2025-10-21 01:21:32 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7760","2025-10-21 01:21:38 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7761","2025-10-21 01:21:38 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.86600","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7762","2025-10-21 01:21:38 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7763","2025-10-21 01:21:38 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7764","2025-10-21 01:21:38 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7765","2025-10-21 01:21:43 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7766","2025-10-21 01:21:43 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85900","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7767","2025-10-21 01:21:43 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7768","2025-10-21 01:21:43 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7769","2025-10-21 01:21:44 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7770","2025-10-21 01:21:49 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7771","2025-10-21 01:21:49 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.83700","10000.00","Buy","0.4183","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7772","2025-10-21 01:21:49 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7773","2025-10-21 01:21:49 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7774","2025-10-21 01:21:50 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7775","2025-10-21 01:21:55 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7776","2025-10-21 01:21:55 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85700","10000.00","Buy","0.4428","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7777","2025-10-21 01:21:55 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7778","2025-10-21 01:21:55 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7779","2025-10-21 01:21:55 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7780","2025-10-21 01:22:01 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7781","2025-10-21 01:22:01 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.82900","10000.00","Buy","0.3691","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7782","2025-10-21 01:22:01 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7783","2025-10-21 01:22:01 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7784","2025-10-21 01:22:01 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7785","2025-10-21 01:22:07 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7786","2025-10-21 01:22:07 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.83400","10000.00","Buy","0.4429","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7787","2025-10-21 01:22:07 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7788","2025-10-21 01:22:07 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7789","2025-10-21 01:22:07 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7790","2025-10-21 01:22:12 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7791","2025-10-21 01:22:12 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.84200","10000.00","Buy","0.3937","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7792","2025-10-21 01:22:12 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7793","2025-10-21 01:22:12 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7794","2025-10-21 01:22:12 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7795","2025-10-21 01:22:18 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7796","2025-10-21 01:22:18 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.85300","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7797","2025-10-21 01:22:18 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7798","2025-10-21 01:22:18 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7799","2025-10-21 01:22:18 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7800","2025-10-21 01:22:24 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7801","2025-10-21 01:22:24 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.84500","10000.00","Buy","0.4183","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7802","2025-10-21 01:22:24 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7803","2025-10-21 01:22:24 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7804","2025-10-21 01:22:24 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7805","2025-10-21 01:22:30 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7806","2025-10-21 01:22:30 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.84600","10000.00","Buy","0.4428","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7807","2025-10-21 01:22:30 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7808","2025-10-21 01:22:30 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7809","2025-10-21 01:22:30 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7810","2025-10-21 01:22:36 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7811","2025-10-21 01:22:36 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.83000","10000.00","Buy","0.4429","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7812","2025-10-21 01:22:36 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7813","2025-10-21 01:22:36 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7814","2025-10-21 01:22:36 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7815","2025-10-21 01:22:42 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7816","2025-10-21 01:22:42 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.83800","10000.00","Buy","0.4429","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7817","2025-10-21 01:22:42 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7818","2025-10-21 01:22:42 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7819","2025-10-21 01:22:42 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7820","2025-10-21 01:22:48 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7821","2025-10-21 01:22:48 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.84300","10000.00","Buy","0.4182","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7822","2025-10-21 01:22:48 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7823","2025-10-21 01:22:48 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7824","2025-10-21 01:22:48 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7825","2025-10-21 01:22:54 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7826","2025-10-21 01:22:54 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.83300","10000.00","Buy","0.4429","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7827","2025-10-21 01:22:54 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7828","2025-10-21 01:22:54 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7829","2025-10-21 01:22:54 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7830","2025-10-21 01:23:00 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7831","2025-10-21 01:23:00 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.82200","10000.00","Buy","0.4183","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7832","2025-10-21 01:23:00 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7833","2025-10-21 01:23:00 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7834","2025-10-21 01:23:00 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7835","2025-10-21 01:23:06 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7836","2025-10-21 01:23:06 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.82000","10000.00","Buy","0.4429","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7837","2025-10-21 01:23:06 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7838","2025-10-21 01:23:06 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7839","2025-10-21 01:23:06 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7840","2025-10-21 01:23:11 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7841","2025-10-21 01:23:11 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.81700","10000.00","Buy","0.3691","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7842","2025-10-21 01:23:11 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7843","2025-10-21 01:23:11 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7844","2025-10-21 01:23:12 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7845","2025-10-21 01:23:17 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7846","2025-10-21 01:23:17 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.81400","10000.00","Buy","0.3937","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7847","2025-10-21 01:23:17 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7848","2025-10-21 01:23:17 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7849","2025-10-21 01:23:17 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7850","2025-10-21 01:23:23 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7851","2025-10-21 01:23:23 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.80100","10000.00","Buy","0.4430","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7852","2025-10-21 01:23:23 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7853","2025-10-21 01:23:23 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7854","2025-10-21 01:23:23 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7855","2025-10-21 01:23:29 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7856","2025-10-21 01:23:29 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.79700","10000.00","Buy","0.4184","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7857","2025-10-21 01:23:29 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7858","2025-10-21 01:23:29 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7859","2025-10-21 01:23:29 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7860","2025-10-21 01:23:35 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7861","2025-10-21 01:23:35 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.81300","10000.00","Buy","0.3937","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7862","2025-10-21 01:23:35 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7863","2025-10-21 01:23:35 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7864","2025-10-21 01:23:35 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7865","2025-10-21 01:23:41 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7866","2025-10-21 01:23:41 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.80500","10000.00","Buy","0.4429","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7867","2025-10-21 01:23:41 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
"7868","2025-10-21 01:23:41 -12","STOP_LOSS_ORDER","ON_FILL","","151.70200","","","","","","","","","","","","","","",""
"7869","2025-10-21 01:23:41 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"7870","2025-10-21 01:23:47 -12","MARKET_ORDER","CLIENT_ORDER","USD/JPY","","10000.00","Buy","","151.70200","","152.03800","","","","","","","","",""
"7871","2025-10-21 01:23:47 -12","ORDER_FILL","MARKET_ORDER","USD/JPY","151.81800","10000.00","Buy","0.3937","","","","","0.00000","0.0000","0.0000","","","0.00000","","22217.21"
"7872","2025-10-21 01:23:47 -12","TAKE_PROFIT_ORDER","ON_FILL","","152.03800","","","","","","","","","","","","","","",""
