"TICKET","TRANSACTION DATE","TRANSACTION TYPE","DETAILS","INSTRUMENT","PRICE","UNITS","DIRECTION","SPREAD COST","STOP LOSS","GUARANTEED STOP LOSS","TAKE PROFIT","TRAILING STOP","FINANCING","COMMISSION","GSL FEE","GSL PREMIUM","CONVERSION RATE","PL","AMOUNT","BALANCE"
"5576","2025-10-16 19:34:53 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.19900","","200.71200","","","","","","","","",""
"5577","2025-10-16 19:34:53 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.96400","1000.00","Sell","0.0995","","","","","0.00000","0.0000","0.0000","","","0.00000","","755.68"
"5578","2025-10-16 19:34:53 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.71200","","","","","","","","","","","","","","",""
"5579","2025-10-16 19:34:53 -12","STOP_LOSS_ORDER","ON_FILL","","201.19900","","","","","","","","","","","","","","",""
"5580","2025-10-16 19:34:53 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5581","2025-10-16 19:46:03 -12","ORDER_FILL","STOP_LOSS_ORDER","GBP/JPY","201.20000","1000.00","Buy","0.0944","","","","","0.00000","0.0000","0.0000","","0.0050","-1.17890","","754.50"
"5582","2025-10-16 19:46:03 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"5583","2025-10-16 20:17:58 -12","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","77297.00","Sell","","1.34277","","1.34039","","","","","","","","",""
"5584","2025-10-16 20:17:58 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5585","2025-10-16 20:20:01 -12","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","10000.00","Sell","","1.34287","","1.34044","","","","","","","","",""
"5586","2025-10-16 20:20:01 -12","ORDER_FILL","MARKET_ORDER","GBP/USD","1.34182","10000.00","Sell","0.5217","","","","","0.00000","0.0000","0.0000","","","0.00000","","754.50"
"5587","2025-10-16 20:20:01 -12","TAKE_PROFIT_ORDER","ON_FILL","","1.34044","","","","","","","","","","","","","","",""
"5588","2025-10-16 20:20:01 -12","STOP_LOSS_ORDER","ON_FILL","","1.34287","","","","","","","","","","","","","","",""
"5589","2025-10-16 20:20:01 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5590","2025-10-16 20:25:02 -12","MARKET_ORDER","CLIENT_ORDER","XAU/USD","","10.00","Buy","","4331.22000","","4368.01000","","","","","","","","",""
"5591","2025-10-16 20:25:02 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5592","2025-10-16 20:41:26 -12","ORDER_FILL","STOP_LOSS_ORDER","GBP/USD","1.34289","10000.00","Buy","0.5958","","","","","0.00000","0.0000","0.0000","","0.7484","-8.00820","","746.49"
"5593","2025-10-16 20:41:26 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"5594","2025-10-16 20:45:04 -12","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","76328.00","Sell","","1.34351","","1.34114","","","","","","","","",""
"5595","2025-10-16 20:45:04 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5596","2025-10-16 20:55:02 -12","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","98267.00","Sell","","1.17018","","1.16838","","","","","","","","",""
"5597","2025-10-16 20:55:02 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5598","2025-10-16 21:00:00 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.22600","","200.84400","","","","","","","","",""
"5599","2025-10-16 21:00:00 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","201.04700","1000.00","Sell","0.0721","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.49"
"5600","2025-10-16 21:00:00 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.84400","","","","","","","","","","","","","","",""
"5601","2025-10-16 21:00:00 -12","STOP_LOSS_ORDER","ON_FILL","","201.22600","","","","","","","","","","","","","","",""
"5602","2025-10-16 21:00:00 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5603","2025-10-16 21:00:00 -12","MARKET_ORDER","CLIENT_ORDER","XAU/USD","","10.00","Buy","","4335.55000","","4365.50000","","","","","","","","",""
"5604","2025-10-16 21:00:00 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5605","2025-10-16 21:11:27 -12","ORDER_FILL","STOP_LOSS_ORDER","GBP/JPY","201.22800","1000.00","Buy","0.0969","","","","","0.00000","0.0000","0.0000","","0.0050","-0.90410","","745.59"
"5606","2025-10-16 21:11:27 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"5607","2025-10-16 21:15:03 -12","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","82302.00","Sell","","1.34427","","1.34220","","","","","","","","",""
"5608","2025-10-16 21:15:03 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5609","2025-10-16 21:15:03 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.42100","","201.04800","","","","","","","","",""
"5610","2025-10-16 21:15:03 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","201.24300","1000.00","Sell","0.0944","","","","","0.00000","0.0000","0.0000","","","0.00000","","745.59"
"5611","2025-10-16 21:15:03 -12","TAKE_PROFIT_ORDER","ON_FILL","","201.04800","","","","","","","","","","","","","","",""
"5612","2025-10-16 21:15:03 -12","STOP_LOSS_ORDER","ON_FILL","","201.42100","","","","","","","","","","","","","","",""
"5613","2025-10-16 21:15:03 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5614","2025-10-16 21:20:04 -12","MARKET_ORDER","CLIENT_ORDER","EUR/USD","","97873.00","Buy","","1.16982","","1.17144","","","","","","","","",""
"5615","2025-10-16 21:20:04 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5616","2025-10-16 21:40:01 -12","MARKET_ORDER","CLIENT_ORDER","XAU/USD","","10.00","Buy","","4332.94000","","4356.43000","","","","","","","","",""
"5617","2025-10-16 21:40:01 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5618","2025-10-16 21:45:00 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.27200","","200.91200","","","","","","","","",""
"5619","2025-10-16 21:45:00 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","201.10900","1000.00","Sell","0.0820","","","","","0.00000","0.0000","0.0000","","","0.00000","","745.59"
"5620","2025-10-16 21:45:00 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.91200","","","","","","","","","","","","","","",""
"5621","2025-10-16 21:45:00 -12","STOP_LOSS_ORDER","ON_FILL","","201.27200","","","","","","","","","","","","","","",""
"5622","2025-10-16 21:45:01 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5623","2025-10-16 21:47:43 -12","ORDER_FILL","TAKE_PROFIT_ORDER","GBP/JPY","201.04600","1000.00","Buy","0.0920","","","","","0.00000","0.0000","0.0000","","0.0049","0.97510","","746.56"
"5624","2025-10-16 21:47:43 -12","ORDER_CANCEL","LINKED_TRADE_CLOSED","","","","","","","","","","","","","","","","",""
"5625","2025-10-16 21:50:00 -12","MARKET_ORDER","CLIENT_ORDER","GBP/USD","","10000.00","Sell","","1.34374","","1.34187","","","","","","","","",""
"5626","2025-10-16 21:50:00 -12","ORDER_FILL","MARKET_ORDER","GBP/USD","1.34292","10000.00","Sell","0.5212","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5627","2025-10-16 21:50:00 -12","TAKE_PROFIT_ORDER","ON_FILL","","1.34187","","","","","","","","","","","","","","",""
"5628","2025-10-16 21:50:00 -12","STOP_LOSS_ORDER","ON_FILL","","1.34374","","","","","","","","","","","","","","",""
"5629","2025-10-16 21:50:00 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5630","2025-10-16 21:50:04 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5631","2025-10-16 21:50:04 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.94100","1000.00","Sell","0.1020","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5632","2025-10-16 21:50:04 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5633","2025-10-16 21:50:04 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5634","2025-10-16 21:50:04 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5635","2025-10-16 21:50:10 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5636","2025-10-16 21:50:10 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.93900","1000.00","Sell","0.1020","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5637","2025-10-16 21:50:10 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5638","2025-10-16 21:50:10 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5639","2025-10-16 21:50:10 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5640","2025-10-16 21:50:16 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5641","2025-10-16 21:50:16 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.95100","1000.00","Sell","0.0995","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5642","2025-10-16 21:50:16 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5643","2025-10-16 21:50:16 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5644","2025-10-16 21:50:16 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5645","2025-10-16 21:50:22 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5646","2025-10-16 21:50:22 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.94900","1000.00","Sell","0.0970","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5647","2025-10-16 21:50:22 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5648","2025-10-16 21:50:22 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5649","2025-10-16 21:50:22 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5650","2025-10-16 21:50:28 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5651","2025-10-16 21:50:28 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.95900","1000.00","Sell","0.0995","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5652","2025-10-16 21:50:28 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5653","2025-10-16 21:50:28 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5654","2025-10-16 21:50:28 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5655","2025-10-16 21:50:34 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5656","2025-10-16 21:50:34 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.95200","1000.00","Sell","0.0995","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5657","2025-10-16 21:50:34 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5658","2025-10-16 21:50:34 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5659","2025-10-16 21:50:34 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5660","2025-10-16 21:50:40 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5661","2025-10-16 21:50:40 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.96300","1000.00","Sell","0.0970","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5662","2025-10-16 21:50:40 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5663","2025-10-16 21:50:40 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5664","2025-10-16 21:50:40 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5665","2025-10-16 21:50:47 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5666","2025-10-16 21:50:47 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.95100","1000.00","Sell","0.0995","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5667","2025-10-16 21:50:47 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5668","2025-10-16 21:50:47 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5669","2025-10-16 21:50:47 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5670","2025-10-16 21:50:53 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5671","2025-10-16 21:50:53 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.95800","1000.00","Sell","0.0995","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5672","2025-10-16 21:50:53 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5673","2025-10-16 21:50:53 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5674","2025-10-16 21:50:53 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5675","2025-10-16 21:50:59 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5676","2025-10-16 21:50:59 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.95000","1000.00","Sell","0.0921","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5677","2025-10-16 21:50:59 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5678","2025-10-16 21:50:59 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5679","2025-10-16 21:50:59 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5680","2025-10-16 21:51:05 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5681","2025-10-16 21:51:05 -12","ORDER_FILL","MARKET_ORDER","GBP/JPY","200.94900","1000.00","Sell","0.0970","","","","","0.00000","0.0000","0.0000","","","0.00000","","746.56"
"5682","2025-10-16 21:51:05 -12","TAKE_PROFIT_ORDER","ON_FILL","","200.73100","","","","","","","","","","","","","","",""
"5683","2025-10-16 21:51:05 -12","STOP_LOSS_ORDER","ON_FILL","","201.11300","","","","","","","","","","","","","","",""
"5684","2025-10-16 21:51:05 -12","TRADE_CLIENT_EXTENSIONS_MODIFY","","","","","","","","","","","","","","","","","",""
"5685","2025-10-16 21:51:11 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5686","2025-10-16 21:51:11 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5687","2025-10-16 21:51:18 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5688","2025-10-16 21:51:18 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5689","2025-10-16 21:51:24 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5690","2025-10-16 21:51:24 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5691","2025-10-16 21:51:30 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5692","2025-10-16 21:51:30 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5693","2025-10-16 21:51:37 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5694","2025-10-16 21:51:37 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5695","2025-10-16 21:51:43 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5696","2025-10-16 21:51:43 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5697","2025-10-16 21:51:49 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5698","2025-10-16 21:51:49 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5699","2025-10-16 21:51:55 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5700","2025-10-16 21:51:55 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5701","2025-10-16 21:52:00 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5702","2025-10-16 21:52:00 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5703","2025-10-16 21:52:07 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5704","2025-10-16 21:52:07 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5705","2025-10-16 21:52:13 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5706","2025-10-16 21:52:13 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5707","2025-10-16 21:52:19 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5708","2025-10-16 21:52:19 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5709","2025-10-16 21:52:25 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5710","2025-10-16 21:52:25 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5711","2025-10-16 21:52:32 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5712","2025-10-16 21:52:32 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5713","2025-10-16 21:52:38 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5714","2025-10-16 21:52:38 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5715","2025-10-16 21:52:44 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5716","2025-10-16 21:52:44 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5717","2025-10-16 21:52:50 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5718","2025-10-16 21:52:50 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5719","2025-10-16 21:52:56 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5720","2025-10-16 21:52:56 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5721","2025-10-16 21:53:02 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5722","2025-10-16 21:53:02 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5723","2025-10-16 21:53:09 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5724","2025-10-16 21:53:09 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5725","2025-10-16 21:53:15 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5726","2025-10-16 21:53:15 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5727","2025-10-16 21:53:21 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5728","2025-10-16 21:53:21 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5729","2025-10-16 21:53:27 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5730","2025-10-16 21:53:27 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5731","2025-10-16 21:53:33 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5732","2025-10-16 21:53:33 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5733","2025-10-16 21:53:39 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5734","2025-10-16 21:53:39 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5735","2025-10-16 21:53:45 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5736","2025-10-16 21:53:45 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5737","2025-10-16 21:53:51 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5738","2025-10-16 21:53:51 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5739","2025-10-16 21:53:57 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5740","2025-10-16 21:53:57 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5741","2025-10-16 21:54:03 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5742","2025-10-16 21:54:03 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5743","2025-10-16 21:54:09 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5744","2025-10-16 21:54:09 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5745","2025-10-16 21:54:15 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5746","2025-10-16 21:54:15 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5747","2025-10-16 21:54:21 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5748","2025-10-16 21:54:21 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5749","2025-10-16 21:54:27 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5750","2025-10-16 21:54:27 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5751","2025-10-16 21:54:33 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5752","2025-10-16 21:54:33 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5753","2025-10-16 21:54:39 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5754","2025-10-16 21:54:39 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5755","2025-10-16 21:54:45 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5756","2025-10-16 21:54:45 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5757","2025-10-16 21:54:52 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5758","2025-10-16 21:54:52 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5759","2025-10-16 21:54:58 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.11300","","200.73100","","","","","","","","",""
"5760","2025-10-16 21:54:58 -12","ORDER_CANCEL","INSUFFICIENT_MARGIN","","","","","","","","","","","","","","","","",""
"5761","2025-10-16 21:55:00 -12","MARKET_ORDER","CLIENT_ORDER","GBP/JPY","","1000.00","Sell","","201.15300","","200.78100","","","","","","","","",""
